p,avg_Log2FC,pct.1,pct.2,p_adj,cluster_my,symbol,group
4.736134977858808e-37,1.3825073092900362,0.186,0.082,9.54662727487e-33,2,CARS2,all
4.945081155790158e-37,1.2844973767716426,0.209,0.097,9.967800085726222e-33,2,NUFIP2,all
5.646342527885166e-37,1.350270866108429,0.175,0.074,1.1381332633458129e-32,2,TRIP12,all
6.817805764495021e-37,-3.187698874186442,0.016,0.133,1.3742651079492614e-32,2,RP11-660L16.2,all
8.207221457951732e-37,1.1280773537952844,0.278,0.149,1.6543296292793308e-32,2,MBD2,all
8.488666752020004e-37,3.221245370948468,0.048,0.008,1.711060557204672e-32,2,RP11-809N8.4,all
1.1238857784785486e-36,-1.237702064149587,0.228,0.378,2.2654165636792103e-32,2,FYN,all
1.1837697107567709e-36,0.13929800063480058,0.406,0.222,2.3861246059724231e-32,2,HLA-DQB1,all
1.3814541490477357e-36,-4.3018119913758595,0.014,0.128,2.784597128235521e-32,2,GZMK,all
1.4086266604742498e-36,1.0050789335727928,0.257,0.129,2.8393687595179454e-32,2,PARVG,all
1.6063435117549356e-36,-1.662803869111109,0.095,0.24,3.237906616644424e-32,2,BUB3,all
1.6151675777785158e-36,-5.003258007540014,0.012,0.124,3.2556932865281546e-32,2,IGHD,all
1.829240595516996e-36,1.3967442840152287,0.164,0.067,3.6872002683836087e-32,2,TRPS1,all
1.9781983892678575e-36,1.5940241941502848,0.078,0.02,3.9874544932472204e-32,2,SMIM3,all
1.9798957985664678e-36,0.7319363989792151,0.694,0.581,3.990875961170429e-32,2,UQCR11,all
2.0113550332603638e-36,1.4238450913644387,0.172,0.073,4.0542883405429153e-32,2,IMPDH1,all
2.0507490007173928e-36,1.8003232046608222,0.11,0.036,4.133694760746049e-32,2,ZBTB7B,all
2.11537700065868e-36,1.6197137190271904,0.122,0.042,4.263965420227701e-32,2,KLF7,all
2.199242562912945e-36,-1.4749296236154898,0.149,0.301,4.4330132340636237e-32,2,NOSIP,all
2.7064797387182383e-36,1.1928906885722328,0.256,0.132,5.455451209334353e-32,2,PLD3,all
3.216573014928067e-36,-0.9811753707479879,0.221,0.383,6.483646226190504e-32,2,ISCU,all
3.73400982170519e-36,1.52034827206654,0.137,0.051,7.526643597611151e-32,2,PRKCD,all
3.7424110777540476e-36,-4.146759808281302,0.007,0.116,7.543578009428834e-32,2,TRAT1,all
4.650010965391182e-36,0.947898990096953,0.357,0.214,9.373027102939006e-32,2,MAP3K8,all
5.644085317630239e-36,0.8623394652153804,0.506,0.355,1.1376782774747273e-31,2,NDUFA11,all
5.865450771868703e-36,4.208588502316472,0.034,0.004,1.1822989120855746e-31,2,FAM20C,all
6.820761752329652e-36,-2.9995644897388214,0.021,0.137,1.374860946417088e-31,2,STMN3,all
7.122614571411741e-36,1.5591094381326838,0.129,0.047,1.4357054191594647e-31,2,AGO1,all
8.518191392217038e-36,1.3703072194808275,0.124,0.043,1.7170118389291885e-31,2,SUSD6,all
8.782343565287377e-36,1.0876601710369709,0.243,0.122,1.7702569924549766e-31,2,STX10,all
8.8339330689268e-36,2.121386055707449,0.079,0.021,1.7806558887035752e-31,2,IL18,all
9.033061034599526e-36,1.7102692986682808,0.112,0.037,1.8207941127442266e-31,2,FNIP2,all
1.1204691245717828e-35,4.762119437534512,0.023,0.001,2.2585296143993427e-31,2,APOBEC3B,all
1.2729594893134308e-35,-3.049179025495076,0.025,0.142,2.5659044426090825e-31,2,CEP78,all
1.2822018540376094e-35,1.8120311046542714,0.099,0.03,2.584534277183609e-31,2,JUP,all
1.4750158411081887e-35,-3.7144149648095466,0.014,0.124,2.973189430921776e-31,2,CLIC3,all
1.8931582059918467e-35,1.0727051626631336,0.202,0.092,3.8160389958177654e-31,2,LAT2,all
2.2457409147887583e-35,1.309400403710661,0.179,0.078,4.5267399619397e-31,2,SEC14L1,all
2.2798925762522728e-35,4.73103427960007,0.026,0.002,4.595579465951706e-31,2,FZD2,all
2.4540666965971747e-35,-2.1229024664574037,0.061,0.194,4.946662240330925e-31,2,CREM,all
2.464058465901998e-35,1.3675280717691205,0.144,0.055,4.966802649718657e-31,2,ABHD2,all
2.615157034157928e-35,-3.596107480139661,0.013,0.123,5.2713720337521356e-31,2,MYBL1,all
2.6285494983476014e-35,-1.9217927575297586,0.076,0.212,5.29836722381926e-31,2,PITPNC1,all
3.2150080870424097e-35,-4.89385321893768,0.005,0.109,6.480491801051385e-31,2,SIT1,all
3.297844515294196e-35,0.821252606711987,0.476,0.33,6.647465189478511e-31,2,PGAM1,all
3.4291650212416575e-35,-1.6888190558226421,0.095,0.237,6.912167933316809e-31,2,GCC2,all
3.7546427521175266e-35,1.8313984828326444,0.088,0.025,7.568233395443298e-31,2,FADS1,all
4.2853404650318886e-35,-4.296474757590816,0.007,0.113,8.637960775364777e-31,2,FAM46C,all
6.067301341811225e-35,0.9616995851747762,0.352,0.212,1.2229859314688885e-30,2,TGOLN2,all
7.09352016144091e-35,0.8061089598571128,0.306,0.17,1.4298408589416442e-30,2,TPM4,all
7.173396201173852e-35,-0.838919547999891,0.283,0.441,1.4459414722706135e-30,2,ARGLU1,all
8.360276883046233e-35,0.9154002808817299,0.221,0.105,1.6851810113156293e-30,2,NFKBID,all
8.594570150593379e-35,1.0354108558340955,0.231,0.113,1.7324075052551073e-30,2,AC013461.1,all
8.974488223455629e-35,3.5221932872362127,0.028,0.002,1.8089875912019512e-30,2,EPHX1,all
9.009126923731679e-35,-0.6028266778438176,0.456,0.62,1.8159697140165943e-30,2,SNRPD2,all
9.080929456723904e-35,1.7775013896964704,0.104,0.034,1.8304429505918372e-30,2,PFKFB3,all
9.259774363288918e-35,1.5678318743441564,0.113,0.038,1.8664927184081472e-30,2,DENND1A,all
9.725210078253713e-35,0.75275305831886,0.463,0.304,1.9603105954736008e-30,2,GDI2,all
1.0354619071363946e-34,-3.6591340711976414,0.016,0.125,2.0871805662148307e-30,2,ADGRG1,all
1.1396873801698208e-34,9.201403563976328,0.015,0,2.297267852208308e-30,2,CXCL1,all
1.2968897626905622e-34,-1.9025704815201898,0.073,0.208,2.614140694655366e-30,2,BIRC3,all
1.3842279199418235e-34,1.074552952626323,0.244,0.123,2.7901882182267337e-30,2,BEST1,all
1.592360901942735e-34,-1.8915634300839135,0.081,0.215,3.209721870045971e-30,2,P2RY8,all
1.6978211896776557e-34,1.3498911718987028,0.194,0.09,3.4222981720332505e-30,2,IRS2,all
1.7933359769939753e-34,-1.2709767037177466,0.168,0.317,3.614827328826756e-30,2,COMMD1,all
1.8840554678249468e-34,1.9984969301869704,0.059,0.012,3.7976906064947455e-30,2,TMEM164,all
1.9903810842921478e-34,3.3125277689610715,0.048,0.009,4.0120111516076826e-30,2,CACNA2D3,all
2.1764229549774593e-34,-3.8545162011079626,0.007,0.111,4.387015750348065e-30,2,TPD52,all
2.2948777011181635e-34,1.5023001197466113,0.162,0.069,4.6257849821438824e-30,2,FAM195A,all
2.3398279279910617e-34,1.0820711292415752,0.295,0.166,4.716391154451583e-30,2,NDUFB5,all
2.391823758335979e-34,-0.23785614591437287,0.982,0.994,4.8211991496778324e-30,2,RPL12,all
2.6572031903928394e-34,1.5774241710786452,0.11,0.037,5.3561244708748466e-30,2,OSBPL11,all
2.6830610527511937e-34,0.6669091136615901,0.552,0.399,5.408246164030581e-30,2,FYB,all
2.6991655427531772e-34,-3.0851624330718437,0.018,0.128,5.4407079845275794e-30,2,TBX21,all
2.75553698879088e-34,0.5542250290600605,0.675,0.531,5.554335908305777e-30,2,CLIC1,all
3.0811455219263744e-34,1.9285308185788832,0.078,0.021,6.210665028546993e-30,2,SPECC1,all
3.204420395989859e-34,1.795272223969846,0.096,0.03,6.459150192196759e-30,2,COPRS,all
3.2526999637471277e-34,-3.438813142962167,0.019,0.13,6.556467316925086e-30,2,SLA2,all
3.5537189188192787e-34,1.0243093961522718,0.337,0.2,7.16323122466402e-30,2,PABPN1,all
3.836221864186082e-34,2.0562353878100765,0.063,0.014,7.732672411639885e-30,2,TPCN1,all
4.558973912351869e-34,6.970194832065297,0.017,0,9.189523715127662e-30,2,RP11-84C10.2,all
5.506162141129834e-34,-2.0834376011113034,0.066,0.195,1.1098771027875406e-29,2,MRPL10,all
5.614725584977057e-34,1.1355404569695013,0.258,0.136,1.1317602361638254e-29,2,ATG3,all
5.678964945607791e-34,1.4993992171076163,0.141,0.055,1.1447089640861624e-29,2,SRGAP2C,all
5.953393493180078e-34,0.952134812209597,0.391,0.247,1.2000255264203084e-29,2,CHMP4B,all
6.345393199997332e-34,1.0806778582253904,0.249,0.128,1.2790409073234624e-29,2,OAZ2,all
6.6821736291205984e-34,1.584757106806459,0.124,0.045,1.3469257384218392e-29,2,SFXN5,all
6.720365066805617e-34,-0.6375085706736061,0.448,0.598,1.3546239865160082e-29,2,FUS,all
7.280052877261843e-34,-0.5177553846055205,0.507,0.656,1.4674402584696695e-29,2,SKP1,all
7.59922261981403e-34,1.632821890588179,0.12,0.043,1.5317753034759142e-29,2,SOAT1,all
7.813141064387206e-34,1.4710048987474984,0.14,0.055,1.574894844348529e-29,2,MEPCE,all
7.839134675372165e-34,-1.187231756104499,0.194,0.342,1.5801343765147672e-29,2,AKNA,all
8.101887693081684e-34,-5.2339103350501555,0.004,0.104,1.633097502294475e-29,2,TRGC1,all
8.601906369113432e-34,2.011649191426936,0.075,0.02,1.7338862668221943e-29,2,TLR1,all
9.622461679845894e-34,1.6451089380953818,0.161,0.069,1.939599600806537e-29,2,PHC2,all
9.686503170302913e-34,1.4089634139639602,0.141,0.055,1.9525084440379582e-29,2,COL4A3BP,all
1.0037103376390062e-33,-4.569830387786709,0.006,0.106,2.0231789275789448e-29,2,RIC3,all
1.1539308729670966e-33,2.4782055541482717,0.063,0.015,2.3259784606397764e-29,2,SEPN1,all
1.158143341871962e-33,0.843996233215805,0.416,0.269,2.3344695342113137e-29,2,BST2,all
1.3107160680571749e-33,-3.2169844152936973,0.012,0.118,2.6420103783828476e-29,2,GRAP2,all
1.3361441680571782e-33,0.9408753845031802,0.282,0.153,2.693265799552854e-29,2,LIMS1,all
1.4571000299744179e-33,-0.5449031357842871,0.515,0.661,2.937076530419434e-29,2,LIMD2,all
1.517292380160354e-33,-3.8071924048536405,0.015,0.121,3.058406250689226e-29,2,LINC00926,all
1.584526535769538e-33,1.452450925100628,0.163,0.07,3.193930138150658e-29,2,DHRS4L2,all
1.7474083215215276e-33,2.4393925170962594,0.049,0.009,3.5222509536909433e-29,2,GPD2,all
2.1418608232274084e-33,1.1041183476076233,0.213,0.102,4.317348861379487e-29,2,SLCO3A1,all
2.5392986566993302e-33,1.6270780068734654,0.078,0.021,5.11846430230884e-29,2,C20orf194,all
2.7355152375094603e-33,0.36581343455207316,0.827,0.783,5.513978064247819e-29,2,LAPTM5,all
2.8923637988729152e-33,1.18712290868976,0.173,0.075,5.830137709388135e-29,2,SLC12A6,all
4.0578962836291e-33,1.1033446052673423,0.168,0.072,8.179501538911177e-29,2,LPAR6,all
4.190557594514048e-33,2.8057678643917043,0.043,0.007,8.446906943261966e-29,2,ZBTB34,all
4.480196368416415e-33,-0.7991392561119758,0.386,0.524,9.030731819816968e-29,2,RAC2,all
4.60202326858098e-33,0.4349444507291582,0.772,0.737,9.276298302478681e-29,2,ARPC3,all
5.1647741734175725e-33,-1.1378845776527142,0.156,0.307,1.0410635301357802e-28,2,TAF7,all
5.2713086045179945e-33,0.5379860360925668,0.557,0.397,1.0625376754126922e-28,2,FLNA,all
5.4735493022455264e-33,2.7806016105208102,0.052,0.01,1.1033033328536308e-28,2,RP11-295G20.2,all
6.335082626354054e-33,1.4280587296577663,0.189,0.089,1.2769626049941867e-28,2,IVNS1ABP,all
6.803668423407243e-33,1.0419047975305857,0.291,0.164,1.371415444106198e-28,2,RNF149,all
6.874150385252281e-33,3.493968514426421,0.033,0.004,1.3856224931553023e-28,2,FOLR2,all
7.51490628039611e-33,1.7230290371808534,0.079,0.022,1.514779658939444e-28,2,BCOR,all
7.7161601805029e-33,-1.350514496952985,0.139,0.281,1.5553464075839697e-28,2,DSTN,all
7.993831897438144e-33,-0.9687145055401433,0.238,0.393,1.6113166955666067e-28,2,ATPIF1,all
8.113272163201405e-33,-3.3467709988061642,0.012,0.115,1.6353922699365072e-28,2,SAMD3,all
8.474991079396747e-33,-1.5563714096930337,0.083,0.217,1.7083039518740023e-28,2,IL16,all
8.890144687499551e-33,1.294076675710785,0.184,0.084,1.7919864646592845e-28,2,AGTPBP1,all
9.263610809525852e-33,0.995307485397848,0.246,0.127,1.867266030876126e-28,2,C16orf72,all
9.393465846345163e-33,6.671423337079094,0.015,0,1.8934409106477946e-28,2,CLEC5A,all
9.913097563239854e-33,1.9369864488781716,0.068,0.017,1.9981830758222572e-28,2,IL1RAP,all
1.1361875282940512e-32,1.783740601768677,0.069,0.017,2.290213200782319e-28,2,SLC43A3,all
1.1471874330102057e-32,1.2903816820837901,0.179,0.081,2.3123857087186717e-28,2,SOCS3,all
1.1651309373527805e-32,3.2261547738288505,0.041,0.006,2.3485544304219996e-28,2,C11orf74,all
1.309185997641047e-32,1.4750138300728006,0.124,0.046,2.638926215445058e-28,2,RYBP,all
1.3788117494127082e-32,1.66528514524141,0.089,0.027,2.7792708432911958e-28,2,ELF4,all
1.556142809938872e-32,-0.9350879303478004,0.23,0.385,3.1367170619937844e-28,2,EZR,all
1.5897424673157032e-32,0.9018619036439548,0.379,0.24,3.2044438913682627e-28,2,NDUFS6,all
1.9961699234655505e-32,1.5194757467801157,0.117,0.042,4.02367971472951e-28,2,RNF135,all
2.0506819296697665e-32,-0.8801469059490081,0.26,0.411,4.133559565635348e-28,2,SF3B2,all
2.051974136014572e-32,1.534550673155587,0.137,0.054,4.1361642659645725e-28,2,SPTSSA,all
2.309959325000908e-32,2.391487544362361,0.061,0.014,4.656185011404331e-28,2,ASRGL1,all
2.383586744906567e-32,3.3955217470842736,0.033,0.004,4.804595801708167e-28,2,SLC2A9,all
2.501864557351268e-32,3.2113056843970025,0.031,0.003,5.043008388252951e-28,2,RP3-525N10.2,all
2.5129598182224125e-32,1.6778676721928023,0.111,0.039,5.065373105590916e-28,2,OAS2,all
2.5954798773154256e-32,2.095462842238647,0.068,0.017,5.2317087887047035e-28,2,FAM102B,all
2.8387094035556026e-32,-1.6694325859771693,0.112,0.244,5.721986544747028e-28,2,PTPN7,all
2.9064067985874355e-32,2.216468806132461,0.067,0.017,5.858444183912694e-28,2,RABGEF1,all
3.245755250626337e-32,1.4395897939424638,0.125,0.047,6.542468858687507e-28,2,DSE,all
3.723937848640489e-32,2.181860550334617,0.056,0.012,7.506341521504633e-28,2,TPCN2,all
3.7372470626208255e-32,1.7248736960473816,0.069,0.018,7.533168904124798e-28,2,DUSP7,all
3.803774853075175e-32,3.9496801242973567,0.022,0.001,7.667268971343631e-28,2,CMTM4,all
4.0078563993084095e-32,1.5762859110088998,0.107,0.037,8.078636144085962e-28,2,ACSL4,all
4.047827766733408e-32,0.6551212812578595,0.674,0.551,8.15920642940453e-28,2,KLF6,all
4.1719181347118834e-32,-0.45364122122525163,0.683,0.802,8.409335384138744e-28,2,HMGB1,all
4.480487190847822e-32,1.298716867766793,0.153,0.065,9.031318030591956e-28,2,NFIC,all
4.992543258864072e-32,-3.22804775428772,0.019,0.124,1.006346944689231e-27,2,TNFRSF13C,all
7.293179441064987e-32,1.5722125537057843,0.094,0.03,1.4700861799354695e-27,2,ACSS2,all
8.046836697721347e-32,1.0913526112801937,0.174,0.077,1.622000873159692e-27,2,ZFYVE16,all
9.94084135155519e-32,1.9447953969704779,0.059,0.013,2.0037753912329795e-27,2,YOD1,all
9.967739541618403e-32,-0.19761853929629059,0.996,0.999,2.0091972594040215e-27,2,RPL34,all
9.974695294491386e-32,1.675216387410821,0.102,0.035,2.0105993305106285e-27,2,LTB4R,all
1.2334103152546193e-31,-0.4330744749476323,0.788,0.858,2.486185172458736e-27,2,UBC,all
1.3479530463888128e-31,-3.7014313806786543,0.016,0.117,2.71706895560593e-27,2,TXK,all
1.5951388046431019e-31,8.73590580716671,0.014,0,3.2153212885191004e-27,2,ZNF697,all
1.7013035622718952e-31,-3.1166756063381396,0.058,0.176,3.4293175904714596e-27,2,IGHM,all
1.7053860108103412e-31,-1.1479683744553928,0.165,0.309,3.437546581990405e-27,2,PRMT2,all
1.763580616568086e-31,2.5436586035619158,0.042,0.007,3.554849448816291e-27,2,CYBRD1,all
1.7753189943450475e-31,0.36131868973249626,0.861,0.805,3.5785104969013124e-27,2,MYL6,all
1.822497044753565e-31,1.0007201384387854,0.242,0.127,3.6736072931097614e-27,2,TM9SF2,all
1.9916655507699493e-31,-3.0043611978532185,0.018,0.121,4.014600250686987e-27,2,IL2RB,all
2.1771750529092683e-31,1.5100594601947506,0.133,0.053,4.3885317541492125e-27,2,RALB,all
2.6109687533897656e-31,1.1890799399680594,0.156,0.066,5.2629297162077505e-27,2,KDM7A,all
2.9860078074174157e-31,4.836967936343083,0.022,0.001,6.0188959374112845e-27,2,RP11-597D13.9,all
3.3228176912402394e-31,1.1745598024790493,0.167,0.074,6.697803620232951e-27,2,SKIL,all
3.4698854633249094e-31,1.6156498581221312,0.096,0.032,6.994248128424019e-27,2,LINC01001,all
3.733846526155293e-31,-2.6303017973673786,0.026,0.134,7.526314442771225e-27,2,FLT3LG,all
3.949339019310163e-31,-2.2360068630941163,0.032,0.142,7.960682661223496e-27,2,PDE3B,all
4.071455349340811e-31,1.643071619581673,0.126,0.049,8.206832547666273e-27,2,CITED4,all
4.098595754351411e-31,2.4442182048812597,0.045,0.008,8.26153946204614e-27,2,RNU11,all
4.125536530795189e-31,2.2199870109213253,0.054,0.012,8.315843985123862e-27,2,ABCD1,all
4.151490910389212e-31,1.361803063375831,0.135,0.054,8.368160228071534e-27,2,AHCYL1,all
5.192435793152618e-31,-0.4155508203048761,0.952,0.941,1.0466392828257732e-26,2,RPS17,all
6.0596626505046995e-31,-4.195061633622987,0.011,0.108,1.2214462004622323e-26,2,KLRF1,all
6.48101363729011e-31,0.9319415885268847,0.26,0.14,1.3063779188685673e-26,2,EP300,all
6.5728544177548885e-31,0.40007254908693124,0.841,0.792,1.3248902649868528e-26,2,ITM2B,all
6.652980480923321e-31,-1.0027455151006026,0.201,0.346,1.3410412755397138e-26,2,TERF2IP,all
6.981343312021337e-31,1.6070637857269348,0.08,0.023,1.4072293714041408e-26,2,DAGLB,all
7.541991113418333e-31,0.6470278789271975,0.584,0.473,1.5202391487317334e-26,2,TMBIM6,all
7.568097538343181e-31,-1.7237698607074794,0.063,0.185,1.525501420803835e-26,2,PPM1K,all
8.337371378584538e-31,1.6750373628227604,0.095,0.031,1.6805639487812852e-26,2,SELO,all
8.96799725483135e-31,2.0202592601175002,0.068,0.018,1.8076792066563554e-26,2,TK2,all
9.024852152596887e-31,1.9811268968578406,0.075,0.021,1.8191394483989546e-26,2,XYLT1,all
1.0040264853927967e-30,1.1733767177885046,0.174,0.079,2.0238161866062603e-26,2,LPGAT1,all
1.0423272376636359e-30,-1.9086422687545597,0.065,0.185,2.1010190129585908e-26,2,TBCC,all
1.0663986227913901e-30,-4.8180403450542215,0.006,0.099,2.149539703960605e-26,2,FCRL6,all
1.1688928990215706e-30,0.43964936295404655,0.774,0.689,2.35613741655778e-26,2,CDC42,all
1.2387821163352025e-30,-3.847047976285416,0.009,0.104,2.4970131118968676e-26,2,PRSS23,all
1.3187265467592956e-30,-1.9402696635966863,0.087,0.209,2.658157100302712e-26,2,APMAP,all
1.3391877971572732e-30,1.2112876304922782,0.173,0.079,2.699400842729916e-26,2,USP4,all
1.368355380875713e-30,1.2593748510304152,0.149,0.063,2.7581939412311746e-26,2,CPD,all
1.388255636123822e-30,-2.271926664480581,0.032,0.14,2.798306885734788e-26,2,CBLB,all
1.4812600750909425e-30,-2.9612102821632647,0.019,0.121,2.985775933360813e-26,2,LEF1,all
1.632339577103999e-30,1.0145917930830515,0.315,0.191,3.290306885568531e-26,2,UTRN,all
1.8342457018706103e-30,-1.6224632082901407,0.082,0.207,3.697289061260589e-26,2,TMC8,all
2.0783208859304663e-30,-1.6160233791198273,0.085,0.211,4.189271409770041e-26,2,NOP58,all
2.2256300981992497e-30,-0.9193173146365289,0.222,0.372,4.486202588940228e-26,2,SNHG8,all
2.4946582179589886e-30,-2.2448427854636184,0.045,0.157,5.028482569939933e-26,2,NAE1,all
2.9551348667295437e-30,1.904099300469928,0.068,0.018,5.956665350866741e-26,2,ZNF703,all
3.1119532728535054e-30,1.310420180657032,0.13,0.052,6.272764212090811e-26,2,YPEL2,all
3.8394394349901564e-30,0.9882897339267911,0.327,0.2,7.739158069109659e-26,2,NCKAP1L,all
4.249347281062773e-30,1.0620070585731636,0.245,0.132,8.565409314438232e-26,2,PTBP3,all
4.425105508468962e-30,-3.3686564615280132,0.012,0.108,8.919685173420886e-26,2,LLGL2,all
4.892365963475267e-30,-5.4274412005437975,0.005,0.095,9.861542072577095e-26,2,AQP3,all
4.978771594152195e-30,0.9450513773014481,0.293,0.168,1.003570990233258e-25,2,SSR3,all
4.982209482914182e-30,0.7694021935964667,0.349,0.21,1.0042639654710117e-25,2,C20orf24,all
5.076062824884839e-30,1.0048662099281793,0.382,0.253,1.023181983612037e-25,2,BTG2,all
5.091555055093163e-30,-1.3630388717197806,0.1,0.23,1.0263047524551288e-25,2,CNOT6L,all
5.2103689922807053e-30,3.119569739316472,0.031,0.004,1.0502540777740217e-25,2,TMTC2,all
5.215262429403025e-30,1.0195376554448823,0.264,0.146,1.0512404478947678e-25,2,RAB1A,all
5.641313814255837e-30,1.3513821929064822,0.14,0.058,1.137119625539549e-25,2,TUG1,all
7.148122350736873e-30,-3.829949100909433,0.009,0.102,1.4408470222380316e-25,2,TNFRSF25,all
7.324701947045555e-30,1.0591745809909945,0.253,0.139,1.4764401714659725e-25,2,RNF13,all
8.204685297495246e-30,-2.1275522724040137,0.038,0.147,1.6538184154161169e-25,2,ZBP1,all
8.887915758508873e-30,1.2503457760053096,0.102,0.035,1.7915371794426336e-25,2,SYNGR1,all
8.966342213686623e-30,-0.9127347048474141,0.27,0.411,1.8073456000128126e-25,2,WIPF1,all
1.0602485695263841e-29,2.567665971653802,0.056,0.013,2.1371430415943326e-25,2,RP11-11N9.4,all
1.0730460231477154e-29,2.1732989648279655,0.053,0.012,2.16293886885885e-25,2,GPR27,all
1.0738414083098326e-29,0.8706642105768896,0.373,0.241,2.1645421267301297e-25,2,GRB2,all
1.0932168881048546e-29,0.8566053848859368,0.285,0.161,2.203597281352955e-25,2,NUDT3,all
1.1372887209352034e-29,1.4925917048101067,0.097,0.033,2.2924328747890897e-25,2,HES4,all
1.1729378940207933e-29,1.8645617500331468,0.078,0.023,2.3642909129777133e-25,2,NBPF9,all
1.203064804094598e-29,3.7080749101282584,0.032,0.004,2.425017725613481e-25,2,TP53I3,all
1.3387274023057636e-29,1.4564298442141026,0.098,0.034,2.6984728248277277e-25,2,FKBP15,all
1.3779134006199913e-29,-1.8497668469762372,0.056,0.172,2.7774600416297167e-25,2,HIST1H4C,all
